date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2023-05-05 00:00:00,17,11,0.0,12.3,3,100,09:15 PM,05:50 AM,06:01 AM,09:10 PM,11,11,12,11,19,80,95,0.2,1015,12,9,141,9,amersfoort
2023-05-05 01:00:00,17,11,0.0,12.3,3,100,09:15 PM,05:50 AM,06:01 AM,09:10 PM,12,11,12,11,15,80,98,2.9,1015,12,7,165,8,amersfoort
2023-05-05 02:00:00,17,11,0.0,12.3,3,100,09:15 PM,05:50 AM,06:01 AM,09:10 PM,12,11,12,11,17,58,98,0.9,1014,12,10,175,9,amersfoort
2023-05-05 03:00:00,17,11,0.0,12.3,3,100,09:15 PM,05:50 AM,06:01 AM,09:10 PM,12,11,12,11,16,100,99,0.0,1015,12,0,213,9,amersfoort
2023-05-05 04:00:00,17,11,0.0,12.3,3,100,09:15 PM,05:50 AM,06:01 AM,09:10 PM,11,11,11,11,17,60,99,1.6,1015,11,10,219,9,amersfoort
2023-05-05 05:00:00,17,11,0.0,12.3,3,100,09:15 PM,05:50 AM,06:01 AM,09:10 PM,11,10,11,10,19,100,98,0.0,1015,11,0,220,10,amersfoort
2023-05-05 06:00:00,17,11,0.0,12.3,3,100,09:15 PM,05:50 AM,06:01 AM,09:10 PM,11,10,11,10,18,54,99,0.3,1015,11,10,212,10,amersfoort
2023-05-05 07:00:00,17,11,0.0,12.3,3,100,09:15 PM,05:50 AM,06:01 AM,09:10 PM,12,12,13,12,17,58,96,0.0,1016,13,2,214,11,amersfoort
2023-05-05 08:00:00,17,11,0.0,12.3,3,100,09:15 PM,05:50 AM,06:01 AM,09:10 PM,13,13,14,13,18,82,92,0.1,1016,14,10,223,13,amersfoort
2023-05-05 09:00:00,17,11,0.0,12.3,3,100,09:15 PM,05:50 AM,06:01 AM,09:10 PM,13,15,15,15,19,100,87,0.0,1016,15,10,219,15,amersfoort
2023-05-05 10:00:00,17,11,0.0,12.3,3,100,09:15 PM,05:50 AM,06:01 AM,09:10 PM,13,16,16,16,20,100,79,0.1,1016,16,10,221,16,amersfoort
2023-05-05 11:00:00,17,11,0.0,12.3,3,100,09:15 PM,05:50 AM,06:01 AM,09:10 PM,13,17,17,17,22,82,76,0.0,1016,17,10,227,19,amersfoort
2023-05-05 12:00:00,17,11,0.0,12.3,3,100,09:15 PM,05:50 AM,06:01 AM,09:10 PM,13,17,17,17,28,95,77,0.2,1017,17,10,236,21,amersfoort
2023-05-05 13:00:00,17,11,0.0,12.3,3,100,09:15 PM,05:50 AM,06:01 AM,09:10 PM,13,17,17,17,23,94,78,0.6,1017,17,10,240,19,amersfoort
2023-05-05 14:00:00,17,11,0.0,12.3,3,100,09:15 PM,05:50 AM,06:01 AM,09:10 PM,12,17,17,17,22,100,77,0.5,1017,17,10,239,18,amersfoort
2023-05-05 15:00:00,17,11,0.0,12.3,3,100,09:15 PM,05:50 AM,06:01 AM,09:10 PM,13,16,16,16,21,86,81,0.1,1017,16,10,238,18,amersfoort
2023-05-05 16:00:00,17,11,0.0,12.3,3,100,09:15 PM,05:50 AM,06:01 AM,09:10 PM,12,16,16,16,21,88,80,1.3,1017,16,10,244,15,amersfoort
2023-05-05 17:00:00,17,11,0.0,12.3,3,100,09:15 PM,05:50 AM,06:01 AM,09:10 PM,12,15,15,15,19,55,79,0.0,1017,15,10,242,13,amersfoort
2023-05-05 18:00:00,17,11,0.0,12.3,3,100,09:15 PM,05:50 AM,06:01 AM,09:10 PM,12,16,16,16,16,84,77,0.3,1017,16,9,235,12,amersfoort
2023-05-05 19:00:00,17,11,0.0,12.3,3,100,09:15 PM,05:50 AM,06:01 AM,09:10 PM,12,15,15,15,12,85,82,0.3,1017,15,9,216,8,amersfoort
2023-05-05 20:00:00,17,11,0.0,12.3,3,100,09:15 PM,05:50 AM,06:01 AM,09:10 PM,11,12,12,12,13,45,89,0.0,1017,12,10,205,6,amersfoort
