,date,value
66,2023-05-08 16:30:00,402.0
67,2023-05-08 16:45:00,676.0
68,2023-05-08 17:00:00,784.0
69,2023-05-08 17:15:00,578.0
70,2023-05-08 17:30:00,482.0
71,2023-05-08 17:45:00,398.0
72,2023-05-08 18:00:00,298.0
73,2023-05-08 18:15:00,273.0
74,2023-05-08 18:30:00,223.0
75,2023-05-08 18:45:00,275.0
76,2023-05-08 19:00:00,352.0
77,2023-05-08 19:15:00,219.0
78,2023-05-08 19:30:00,112.0
79,2023-05-08 19:45:00,123.0
80,2023-05-08 20:00:00,79.0
81,2023-05-08 20:15:00,44.0
82,2023-05-08 20:30:00,17.0
83,2023-05-08 20:45:00,2.0
84,2023-05-08 21:00:00,0.0
85,2023-05-08 21:15:00,0.0
86,2023-05-08 21:30:00,0.0
87,2023-05-08 21:45:00,0.0
88,2023-05-08 22:00:00,0.0
89,2023-05-08 22:15:00,0.0
90,2023-05-08 22:30:00,0.0
91,2023-05-08 22:45:00,0.0
92,2023-05-08 23:00:00,0.0
93,2023-05-08 23:15:00,0.0
94,2023-05-08 23:30:00,0.0
95,2023-05-08 23:45:00,0.0
96,2023-05-09 00:00:00,0.0
97,2023-05-09 00:15:00,0.0
98,2023-05-09 00:30:00,0.0
99,2023-05-09 00:45:00,0.0
100,2023-05-09 01:00:00,0.0
101,2023-05-09 01:15:00,0.0
102,2023-05-09 01:30:00,0.0
103,2023-05-09 01:45:00,0.0
104,2023-05-09 02:00:00,0.0
105,2023-05-09 02:15:00,0.0
106,2023-05-09 02:30:00,0.0
107,2023-05-09 02:45:00,0.0
108,2023-05-09 03:00:00,0.0
109,2023-05-09 03:15:00,0.0
110,2023-05-09 03:30:00,0.0
111,2023-05-09 03:45:00,0.0
112,2023-05-09 04:00:00,0.0
113,2023-05-09 04:15:00,0.0
114,2023-05-09 04:30:00,0.0
115,2023-05-09 04:45:00,0.0
116,2023-05-09 05:00:00,0.0
117,2023-05-09 05:15:00,0.0
118,2023-05-09 05:30:00,0.0
119,2023-05-09 05:45:00,0.0
120,2023-05-09 06:00:00,0.0
121,2023-05-09 06:15:00,0.0
122,2023-05-09 06:30:00,1.0
123,2023-05-09 06:45:00,7.0
124,2023-05-09 07:00:00,49.0
125,2023-05-09 07:15:00,80.0
126,2023-05-09 07:30:00,131.0
127,2023-05-09 07:45:00,179.0
128,2023-05-09 08:00:00,141.0
129,2023-05-09 08:15:00,115.0
130,2023-05-09 08:30:00,114.0
131,2023-05-09 08:45:00,122.0
132,2023-05-09 09:00:00,135.0
133,2023-05-09 09:15:00,174.0
134,2023-05-09 09:30:00,141.0
135,2023-05-09 09:45:00,190.0
136,2023-05-09 10:00:00,197.0
137,2023-05-09 10:15:00,248.0
138,2023-05-09 10:30:00,337.0
139,2023-05-09 10:45:00,211.0
140,2023-05-09 11:00:00,281.0
141,2023-05-09 11:15:00,234.0
142,2023-05-09 11:30:00,232.0
143,2023-05-09 11:45:00,254.0
144,2023-05-09 12:00:00,154.0
145,2023-05-09 12:15:00,312.0
146,2023-05-09 12:30:00,231.0
147,2023-05-09 12:45:00,206.0
148,2023-05-09 13:00:00,192.0
149,2023-05-09 13:15:00,242.0
150,2023-05-09 13:30:00,237.0
151,2023-05-09 13:45:00,151.0
152,2023-05-09 14:00:00,162.0
153,2023-05-09 14:15:00,200.0
154,2023-05-09 14:30:00,312.0
155,2023-05-09 14:45:00,180.0
156,2023-05-09 15:00:00,275.0
157,2023-05-09 15:15:00,260.0
158,2023-05-09 15:30:00,266.0
159,2023-05-09 15:45:00,250.0
160,2023-05-09 16:00:00,148.0
161,2023-05-09 16:15:00,256.0
162,2023-05-09 16:30:00,186.0
163,2023-05-09 16:45:00,216.0
164,2023-05-09 17:00:00,265.0
165,2023-05-09 17:15:00,157.0
166,2023-05-09 17:30:00,202.0
167,2023-05-09 17:45:00,184.0
168,2023-05-09 18:00:00,92.0
169,2023-05-09 18:15:00,138.0
170,2023-05-09 18:30:00,131.0
171,2023-05-09 18:45:00,92.0
172,2023-05-09 19:00:00,81.0
173,2023-05-09 19:15:00,55.0
174,2023-05-09 19:30:00,32.0
175,2023-05-09 19:45:00,33.0
176,2023-05-09 20:00:00,25.0
177,2023-05-09 20:15:00,15.0
178,2023-05-09 20:30:00,0.0
