time,temperature,humidity,pressure,Live_Irms,Irms
2023-04-23 23:28:47.033312,20.26047619047619,44.904285714285706,99531.02095238095,2.9719047619047623,2.462380952380953
2023-04-23 23:28:57.568134,20.269047619047612,44.88666666666666,99530.90428571429,2.9957142857142864,2.5142857142857147
2023-04-23 23:29:08.103129,20.27333333333333,44.89619047619047,99530.55666666667,2.8933333333333335,2.5680952380952378
2023-04-23 23:29:18.656842,20.26380952380952,44.89142857142857,99531.2257142857,2.957619047619048,2.651904761904762
2023-04-23 23:29:29.195516,20.277142857142856,44.90809523809522,99531.68333333333,10.192857142857141,221.51476190476188
2023-04-23 23:29:39.741455,20.286666666666672,44.89142857142857,99530.12761904762,8.205714285714285,7.642380952380953
2023-04-23 23:29:50.288542,20.302380952380958,44.88714285714285,99529.95619047616,7.907619047619046,7.211428571428572
2023-04-23 23:30:00.825123,20.31142857142857,44.86428571428572,99530.65714285713,7.683333333333333,6.9747619047619045
2023-04-23 23:30:11.346408,20.33190476190476,44.842380952380964,99531.14285714286,7.547142857142857,6.8361904761904775
2023-04-23 23:30:21.870439,20.344761904761906,44.825238095238106,99531.24333333333,7.511428571428573,6.8323809523809516
2023-04-23 23:30:32.393357,20.360000000000007,44.77904761904761,99531.8857142857,7.492857142857143,6.834285714285714
2023-04-23 23:30:42.939319,20.367619047619048,44.759523809523806,99532.50238095237,7.454761904761904,6.888571428571427
2023-04-23 23:30:53.482301,20.371904761904762,44.73380952380954,99531.92047619045,7.468571428571429,6.571904761904763
2023-04-23 23:31:04.016289,20.376190476190477,44.6895238095238,99532.49047619049,7.459999999999998,6.661428571428572
2023-04-23 23:31:14.544110,20.370476190476193,44.67095238095237,99532.70190476191,7.45857142857143,6.894761904761905
2023-04-23 23:31:25.057199,20.371904761904762,44.68761904761905,99533.32142857143,7.46095238095238,6.884285714285714
2023-04-23 23:31:35.565335,20.373333333333335,44.68571428571429,99533.4461904762,7.476190476190476,6.718571428571429
2023-04-23 23:31:46.086162,20.366190476190475,44.68952380952381,99533.38666666667,7.47809523809524,6.682857142857144
2023-04-23 23:31:56.610628,20.365238095238098,44.660476190476174,99532.76571428572,7.486666666666666,6.791904761904763
2023-04-23 23:32:07.133682,20.358095238095242,44.65380952380951,99532.88857142857,7.469047619047619,6.671428571428573
2023-04-23 23:32:17.657712,20.35809523809524,44.66761904761903,99533.39571428571,7.480476190476191,6.614285714285715
2023-04-23 23:32:28.183719,20.3552380952381,44.66238095238094,99532.81952380952,7.462380952380952,6.753333333333332
2023-04-23 23:32:38.708916,20.352857142857147,44.662380952380936,99532.59571428571,7.486666666666666,6.967619047619047
2023-04-23 23:32:49.234912,20.35,44.643333333333324,99533.79809523809,7.522857142857144,6.831904761904763
2023-04-23 23:32:59.765354,20.348095238095237,44.648571428571415,99533.66190476187,7.497142857142857,6.87047619047619
2023-04-23 23:33:10.288706,20.340952380952373,44.675238095238086,99533.46333333335,7.5671428571428585,6.958571428571428
2023-04-23 23:33:20.813802,20.342857142857138,44.703809523809525,99533.43476190476,7.523809523809524,6.926666666666667
2023-04-23 23:33:31.335686,20.33238095238094,44.68761904761904,99533.71952380954,7.494761904761906,6.845238095238094
2023-04-23 23:33:41.860964,20.33333333333333,44.68142857142857,99533.49380952382,7.516190476190476,6.4747619047619045
2023-04-23 23:33:52.402417,20.329523809523806,44.69761904761905,99533.20095238094,7.49904761904762,6.796666666666668
2023-04-23 23:34:02.927740,20.323809523809523,44.718095238095245,99533.15142857144,7.532380952380952,6.910000000000001
2023-04-23 23:34:13.454998,20.32428571428571,44.7204761904762,99534.09380952382,7.553809523809524,6.635714285714285
2023-04-23 23:34:23.985763,20.315238095238094,44.73238095238095,99534.74095238096,7.548571428571429,6.944761904761905
2023-04-23 23:34:34.519168,20.316190476190474,44.74809523809524,99534.40142857144,7.5600000000000005,6.899999999999999
2023-04-23 23:34:45.052126,20.315714285714282,44.74571428571429,99534.61571428573,7.5704761904761915,6.854285714285714
2023-04-23 23:34:55.597911,20.320952380952377,44.76714285714285,99534.21952380954,7.583809523809523,6.98904761904762
2023-04-23 23:35:06.142580,20.31142857142857,44.774761904761895,99534.96761904762,7.574761904761903,6.887619047619047
2023-04-23 23:35:16.688536,20.309523809523807,44.78809523809524,99534.99428571427,7.543333333333333,6.849523809523811
2023-04-23 23:35:27.233409,20.30761904761905,44.78571428571428,99534.2676190476,7.576666666666666,6.766666666666667
2023-04-23 23:35:37.758235,20.304285714285715,44.79619047619047,99534.50666666667,7.556190476190476,6.934285714285714
2023-04-23 23:35:48.282979,20.299523809523812,44.80095238095238,99534.70238095238,7.593809523809522,6.896666666666666
2023-04-23 23:35:58.811118,20.305238095238092,44.79238095238094,99534.82380952382,7.585238095238093,6.743333333333332
2023-04-23 23:36:09.339192,20.30809523809524,44.788571428571416,99535.1157142857,7.582857142857144,6.847619047619048
2023-04-23 23:36:19.873230,20.30428571428572,44.80095238095238,99534.97952380951,7.586666666666668,7.070952380952383
2023-04-23 23:36:30.409930,20.29714285714286,44.801428571428566,99534.59190476191,7.563809523809524,6.886190476190476
2023-04-23 23:36:40.948586,20.30619047619048,44.79666666666667,99534.77809523809,7.5842857142857145,6.891904761904762
2023-04-23 23:36:51.494707,20.302857142857142,44.81,99535.24190476189,7.620952380952381,6.967142857142859
2023-04-23 23:37:02.074034,20.29904761904762,44.810952380952386,99534.99904761907,7.602857142857142,6.894285714285713
2023-04-23 23:37:12.584457,20.296666666666667,44.815238095238094,99535.26238095236,7.6090476190476215,6.72047619047619
2023-04-23 23:37:23.107291,20.297619047619055,44.81523809523809,99534.96190476189,7.598095238095239,6.888571428571429
2023-04-23 23:37:33.631864,20.297619047619047,44.82142857142857,99535.05571428571,7.5685714285714285,6.85047619047619
2023-04-23 23:37:44.152376,20.302857142857142,44.81952380952381,99535.26190476191,7.591904761904761,6.933333333333333
