,date,value
0,2023-05-01 00:00:00,0.0
1,2023-05-01 00:15:00,0.0
2,2023-05-01 00:30:00,0.0
3,2023-05-01 00:45:00,0.0
4,2023-05-01 01:00:00,0.0
5,2023-05-01 01:15:00,0.0
6,2023-05-01 01:30:00,0.0
7,2023-05-01 01:45:00,0.0
8,2023-05-01 02:00:00,0.0
9,2023-05-01 02:15:00,0.0
10,2023-05-01 02:30:00,0.0
11,2023-05-01 02:45:00,0.0
12,2023-05-01 03:00:00,0.0
13,2023-05-01 03:15:00,0.0
14,2023-05-01 03:30:00,0.0
15,2023-05-01 03:45:00,0.0
16,2023-05-01 04:00:00,0.0
17,2023-05-01 04:15:00,0.0
18,2023-05-01 04:30:00,0.0
19,2023-05-01 04:45:00,0.0
20,2023-05-01 05:00:00,0.0
21,2023-05-01 05:15:00,0.0
22,2023-05-01 05:30:00,0.0
23,2023-05-01 05:45:00,0.0
24,2023-05-01 06:00:00,0.0
25,2023-05-01 06:15:00,0.0
26,2023-05-01 06:30:00,0.0
27,2023-05-01 06:45:00,28.666666
28,2023-05-01 07:00:00,103.0
29,2023-05-01 07:15:00,202.66667
30,2023-05-01 07:30:00,281.0
31,2023-05-01 07:45:00,320.33334
32,2023-05-01 08:00:00,397.66666
33,2023-05-01 08:15:00,742.6667
34,2023-05-01 08:30:00,881.3333
35,2023-05-01 08:45:00,771.3333
36,2023-05-01 09:00:00,863.0
37,2023-05-01 09:15:00,1083.6666
38,2023-05-01 09:30:00,1037.6666
39,2023-05-01 09:45:00,874.0
40,2023-05-01 10:00:00,992.0
41,2023-05-01 10:15:00,1007.3333
42,2023-05-01 10:30:00,1021.3333
43,2023-05-01 10:45:00,1058.0
44,2023-05-01 11:00:00,1355.3334
45,2023-05-01 11:15:00,1709.3334
46,2023-05-01 11:30:00,2027.3334
47,2023-05-01 11:45:00,2214.0
48,2023-05-01 12:00:00,1984.0
49,2023-05-01 12:15:00,2299.0
50,2023-05-01 12:30:00,2234.3333
51,2023-05-01 12:45:00,2278.0
52,2023-05-01 13:00:00,1743.6666
53,2023-05-01 13:15:00,1955.3334
54,2023-05-01 13:30:00,3122.3333
55,2023-05-01 13:45:00,3626.3333
56,2023-05-01 14:00:00,3748.0
57,2023-05-01 14:15:00,2145.0
58,2023-05-01 14:30:00,1848.3334
59,2023-05-01 14:45:00,1862.0
60,2023-05-01 15:00:00,1195.0
61,2023-05-01 15:15:00,1069.3334
62,2023-05-01 15:30:00,1418.0
63,2023-05-01 15:45:00,1501.0
64,2023-05-01 16:00:00,1776.0
65,2023-05-01 16:15:00,4107.6665
66,2023-05-01 16:30:00,4850.3335
67,2023-05-01 16:45:00,3365.3333
68,2023-05-01 17:00:00,3378.0
69,2023-05-01 17:15:00,3320.3333
70,2023-05-01 17:30:00,2421.6667
71,2023-05-01 17:45:00,713.6667
72,2023-05-01 18:00:00,376.66666
73,2023-05-01 18:15:00,552.3333
74,2023-05-01 18:30:00,795.3333
75,2023-05-01 18:45:00,401.33334
76,2023-05-01 19:00:00,555.3333
77,2023-05-01 19:15:00,1329.3334
78,2023-05-01 19:30:00,674.0
79,2023-05-01 19:45:00,494.33334
80,2023-05-01 20:00:00,614.3333
81,2023-05-01 20:15:00,388.33334
82,2023-05-01 20:30:00,134.33333
83,2023-05-01 20:45:00,14.666667
84,2023-05-01 21:00:00,2.3333333
85,2023-05-01 21:15:00,0.0
86,2023-05-01 21:30:00,0.0
87,2023-05-01 21:45:00,0.0
88,2023-05-01 22:00:00,0.0
89,2023-05-01 22:15:00,0.0
90,2023-05-01 22:30:00,0.0
91,2023-05-01 22:45:00,0.0
92,2023-05-01 23:00:00,0.0
93,2023-05-01 23:15:00,0.0
94,2023-05-01 23:30:00,0.0
95,2023-05-01 23:45:00,0.0
96,2023-05-02 00:00:00,0.0
97,2023-05-02 00:15:00,0.0
98,2023-05-02 00:30:00,0.0
99,2023-05-02 00:45:00,0.0
100,2023-05-02 01:00:00,0.0
101,2023-05-02 01:15:00,0.0
102,2023-05-02 01:30:00,0.0
103,2023-05-02 01:45:00,0.0
104,2023-05-02 02:00:00,0.0
105,2023-05-02 02:15:00,0.0
106,2023-05-02 02:30:00,0.0
107,2023-05-02 02:45:00,0.0
108,2023-05-02 03:00:00,0.0
109,2023-05-02 03:15:00,0.0
110,2023-05-02 03:30:00,0.0
111,2023-05-02 03:45:00,0.0
112,2023-05-02 04:00:00,0.0
113,2023-05-02 04:15:00,0.0
114,2023-05-02 04:30:00,0.0
115,2023-05-02 04:45:00,0.0
116,2023-05-02 05:00:00,0.0
117,2023-05-02 05:15:00,0.0
118,2023-05-02 05:30:00,0.0
119,2023-05-02 05:45:00,0.0
120,2023-05-02 06:00:00,0.0
121,2023-05-02 06:15:00,0.0
122,2023-05-02 06:30:00,0.0
123,2023-05-02 06:45:00,18.0
124,2023-05-02 07:00:00,35.333332
125,2023-05-02 07:15:00,117.666664
126,2023-05-02 07:30:00,158.33333
127,2023-05-02 07:45:00,291.33334
128,2023-05-02 08:00:00,532.0
129,2023-05-02 08:15:00,861.3333
130,2023-05-02 08:30:00,869.6667
131,2023-05-02 08:45:00,449.33334
132,2023-05-02 09:00:00,809.3333
133,2023-05-02 09:15:00,874.6667
134,2023-05-02 09:30:00,1193.0
135,2023-05-02 09:45:00,1426.3334
136,2023-05-02 10:00:00,1018.0
137,2023-05-02 10:15:00,1680.3334
138,2023-05-02 10:30:00,2130.6667
139,2023-05-02 10:45:00,2579.6667
140,2023-05-02 11:00:00,2456.0
141,2023-05-02 11:15:00,2278.6667
